"ID","STANDARD","ITEM_TYPE","DOK","DOMAIN","UDOMAIN","POINTS"
"MA823592362","MA 8.1.2.a","Polytomous",1,"NO","NUM",2
"MA829759918","MA 8.1.2.a","Polytomous",1,"NO","NUM",2
"MA818910315","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA889483323","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA820240583","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA819837869","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA841778124","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA872019973","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA870211036","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA840983258","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA889435765","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA879406478","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA864220682","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA868669278","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA859558744","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA868424664","MA 8.1.2.b","Dichotomous",1,"NO","NUM",1
"MA810373204","MA 8.1.2.b","Polytomous",1,"NO","NUM",2
"MA847123231","MA 8.1.2.b","Polytomous",1,"NO","NUM",2
"MA846152605","MA 8.1.2.b","Polytomous",1,"NO","NUM",2
"MA882038161","MA 8.1.2.b","Polytomous",1,"NO","NUM",2
"MA839081869","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA893374302","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA818189029","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA823527166","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA893621955","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA816168734","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA895307505","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA897009348","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA868616840","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA899312029","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA87962091","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA810900443","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA875324690","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA895058662","MA 8.1.2.c","Dichotomous",1,"NO","NUM",1
"MA8640426","MA 8.1.2.c","Polytomous",1,"NO","NUM",2
"MA825022051","MA 8.1.2.c","Polytomous",1,"NO","NUM",2
"MA898134127","MA 8.1.2.c","Polytomous",1,"NO","NUM",2
"MA814067104","MA 8.1.2.c","Polytomous",1,"NO","NUM",2
"MA830940885","MA 8.1.2.e","Polytomous",1,"NO","NUM",2
"MA884133068","MA 8.1.2.e","Polytomous",1,"NO","NUM",2
"MA858960103","MA 8.1.2.e","Polytomous",1,"NO","NUM",2
"MA818017548","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA828007501","MA 8.1.2.e","Dichotomous",1,"NO","NUM",1
"MA883059460","MA 8.1.2.e","Dichotomous",1,"NO","NUM",1
"MA846158448","MA 8.1.2.e","Dichotomous",1,"NO","NUM",1
"MA840788185","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA850169718","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA870092979","MA 8.1.2.e","Dichotomous",1,"NO","NUM",1
"MA817125376","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA864406971","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA854941336","MA 8.1.2.e","Polytomous",2,"NO","NUM",2
"MA828501281","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA862093762","MA 8.1.2.e","Dichotomous",1,"NO","NUM",1
"MA823703062","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA883910486","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA823688412","MA 8.1.2.e","Dichotomous",2,"NO","NUM",1
"MA826770694","MA 8.2.1.a","Dichotomous",1,"AR","ALG",1
"MA875112208","MA 8.2.1.a","Polytomous",1,"AR","ALG",2
"MA811143895","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA842368031","MA 8.2.1.a","Polytomous",1,"AR","ALG",2
"MA891928539","MA 8.2.1.a","Polytomous",1,"AR","ALG",2
"MA869068363","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA843712347","MA 8.2.1.a","Dichotomous",1,"AR","ALG",1
"MA890263255","MA 8.2.1.a","Dichotomous",1,"AR","ALG",1
"MA856241702","MA 8.2.1.a","Dichotomous",1,"AR","ALG",1
"MA814490523","MA 8.2.1.a","Dichotomous",1,"AR","ALG",1
"MA873159186","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA870581742","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA8629619","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA888446680","MA 8.2.1.a","Dichotomous",1,"AR","ALG",1
"MA863294215","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA824134233","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA834383022","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA811354094","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA84251064","MA 8.2.1.a","Dichotomous",2,"AR","ALG",1
"MA846300518","MA 8.2.1.a","Polytomous",2,"AR","ALG",2
"MA829492965","MA 8.2.1.b","Dichotomous",1,"AR","ALG",1
"MA878398472","MA 8.2.1.b","Polytomous",1,"AR","ALG",2
"MA813009921","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA818304301","MA 8.2.1.b","Polytomous",1,"AR","ALG",2
"MA82234478","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA867262124","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA884211384","MA 8.2.1.b","Dichotomous",1,"AR","ALG",1
"MA879955103","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA843613905","MA 8.2.1.b","Dichotomous",1,"AR","ALG",1
"MA829463681","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA860084050","MA 8.2.1.b","Dichotomous",1,"AR","ALG",1
"MA824208267","MA 8.2.1.b","Dichotomous",1,"AR","ALG",1
"MA811002462","MA 8.2.1.b","Dichotomous",1,"AR","ALG",1
"MA842380233","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA869927877","MA 8.2.1.b","Polytomous",2,"AR","ALG",2
"MA899701689","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA891366187","MA 8.2.1.b","Dichotomous",1,"AR","ALG",1
"MA839012696","MA 8.2.1.b","Polytomous",2,"AR","ALG",2
"MA856005358","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA843183680","MA 8.2.1.b","Dichotomous",2,"AR","ALG",1
"MA836126233","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA894329891","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA860570605","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA898107937","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA87368655","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA814883299","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA817355582","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA858200545","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA888784920","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA857394007","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA864432989","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA88354118","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA86595231","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA897737990","MA 8.2.1.c","Dichotomous",1,"AR","ALG",1
"MA845321247","MA 8.2.1.c","Polytomous",1,"AR","ALG",2
"MA834354530","MA 8.2.1.c","Polytomous",1,"AR","ALG",2
"MA863852738","MA 8.2.1.c","Polytomous",1,"AR","ALG",2
"MA864523266","MA 8.2.1.c","Polytomous",1,"AR","ALG",2
"MA842086025","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA853419667","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA813072587","MA 8.2.1.d","Polytomous",2,"AR","ALG",2
"MA855713530","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA8200273","MA 8.2.1.d","Polytomous",2,"AR","ALG",2
"MA880151139","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA81040712","MA 8.2.1.d","Dichotomous",2,"AR","ALG",1
"MA847086052","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA871488429","MA 8.2.1.d","Dichotomous",2,"AR","ALG",1
"MA824740716","MA 8.2.1.d","Dichotomous",2,"AR","ALG",1
"MA896524944","MA 8.2.1.d","Dichotomous",2,"AR","ALG",1
"MA876490859","MA 8.2.1.d","Polytomous",2,"AR","ALG",2
"MA813286979","MA 8.2.1.d","Polytomous",1,"AR","ALG",2
"MA82347120","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA898052040","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA897253224","MA 8.2.1.d","Dichotomous",1,"AR","ALG",1
"MA810670065","MA 8.2.1.d","Dichotomous",2,"AR","ALG",1
"MA823213185","MA 8.2.1.d","Dichotomous",2,"AR","ALG",1
"MA811167674","MA 8.2.1.d","Dichotomous",2,"AR","ALG",1
"MA885312315","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA843851673","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA893740834","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA850181416","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA820641129","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA875790337","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA826969708","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA849869187","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA863875408","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA840488563","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA886305889","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA835641959","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA821446930","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA899681095","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA871054891","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA86095332","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA836787123","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA862889065","MA 8.2.2.a","Dichotomous",1,"AP","ALG",1
"MA892703337","MA 8.2.2.a","Polytomous",1,"AP","ALG",2
"MA837552638","MA 8.2.2.a","Polytomous",1,"AP","ALG",2
"MA811996358","MA 8.2.2.a","Polytomous",1,"AP","ALG",2
"MA882077884","MA 8.2.2.a","Polytomous",1,"AP","ALG",2
"MA897146387","MA 8.2.2.b","Polytomous",1,"AP","ALG",2
"MA89008679","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA895960995","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA813743848","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA895347809","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA886959686","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA818838674","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA834465346","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA822208628","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA898244177","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA889489655","MA 8.2.2.b","Polytomous",1,"AP","ALG",2
"MA880880798","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA814335248","MA 8.2.2.b","Polytomous",2,"AP","ALG",2
"MA812844504","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA839394927","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA853480681","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA831701855","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA8530460","MA 8.2.2.b","Polytomous",1,"AP","ALG",2
"MA83070017","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA869442731","MA 8.2.2.b","Dichotomous",1,"AP","ALG",1
"MA893657454","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA810337016","MA 8.2.2.b","Polytomous",2,"AP","ALG",2
"MA81286656","MA 8.2.2.b","Dichotomous",2,"AP","ALG",1
"MA841678328","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA886967581","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA862631656","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA868776113","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA867847143","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA833770348","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA823330912","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA898942041","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA849747617","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA858161789","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA848597244","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA887479359","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA82143782","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA813150792","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA810570743","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA879199662","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA847458480","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA878647330","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA816444329","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA819033269","MA 8.2.3.a","Dichotomous",1,"AA","ALG",1
"MA812560428","MA 8.2.3.a","Polytomous",1,"AA","ALG",2
"MA855940710","MA 8.2.3.a","Polytomous",1,"AA","ALG",2
"MA858155132","MA 8.2.3.a","Polytomous",1,"AA","ALG",2
"MA881078613","MA 8.2.3.a","Polytomous",1,"AA","ALG",2
"MA848438307","MA 8.2.3.a","Polytomous",1,"AA","ALG",2
"MA862271781","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA811536819","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA881552203","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA869935403","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA834179774","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA824008167","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA821203891","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA859716020","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA864650446","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA878157777","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA866503165","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA844392890","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA890155597","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA877577810","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA881509903","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA849786183","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA811811411","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA817905852","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA858340500","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA889806588","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA866193839","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA893301035","MA 8.2.3.b","Dichotomous",2,"AA","ALG",1
"MA857735348","MA 8.2.3.b","Polytomous",2,"AA","ALG",2
"MA896062365","MA 8.2.3.b","Polytomous",2,"AA","ALG",2
"MA84170621","MA 8.2.3.b","Polytomous",2,"AA","ALG",2
"MA885251529","MA 8.2.3.b","Polytomous",2,"AA","ALG",2
"MA87210739","MA 8.2.3.b","Polytomous",2,"AA","ALG",2
"MA810675228","MA 8.2.3.b","Polytomous",2,"AA","ALG",2
"MA883972311","MA 8.2.3.c","Polytomous",2,"AA","ALG",2
"MA8754825","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA821738277","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA866196938","MA 8.2.3.c","Polytomous",2,"AA","ALG",2
"MA860528551","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA884077097","MA 8.2.3.c","Polytomous",3,"AA","ALG",2
"MA833843439","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA874958927","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA812268356","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA889554785","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA821322509","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA818679457","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA821323294","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA884446017","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA878180786","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA897979465","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA857566660","MA 8.2.3.c","Polytomous",3,"AA","ALG",2
"MA820127148","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA84027759","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA891649469","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA818644134","MA 8.2.3.c","Polytomous",3,"AA","ALG",2
"MA823604102","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA875232919","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA811919633","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA848023052","MA 8.2.3.c","Dichotomous",2,"AA","ALG",1
"MA884554979","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA834542509","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA817142101","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA888434687","MA 8.2.3.c","Polytomous",3,"AA","ALG",2
"MA883571205","MA 8.2.3.c","Dichotomous",3,"AA","ALG",1
"MA846205034","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA834720464","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA87582191","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA885132658","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA864513486","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA881017094","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA843070710","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA897082614","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA825622714","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA854506488","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA886658692","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA896435781","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA894644469","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA847080766","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA892494517","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA844401661","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA836900591","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA850729263","MA 8.3.1.a","Dichotomous",2,"GC","GEO",1
"MA855122075","MA 8.3.1.a","Polytomous",2,"GC","GEO",2
"MA841724601","MA 8.3.1.a","Polytomous",2,"GC","GEO",2
"MA857259344","MA 8.3.1.a","Polytomous",2,"GC","GEO",2
"MA836695523","MA 8.3.1.a","Polytomous",2,"GC","GEO",2
"MA863693564","MA 8.3.1.a","Polytomous",2,"GC","GEO",2
"MA859205375","MA 8.3.1.b","Polytomous",1,"GC","GEO",2
"MA869825635","MA 8.3.1.b","Dichotomous",1,"GC","GEO",1
"MA837112309","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA880572174","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA854025904","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA862603049","MA 8.3.1.b","Dichotomous",1,"GC","GEO",1
"MA828560056","MA 8.3.1.b","Polytomous",1,"GC","GEO",2
"MA877249969","MA 8.3.1.b","Dichotomous",1,"GC","GEO",1
"MA837320218","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA885579061","MA 8.3.1.b","Polytomous",2,"GC","GEO",2
"MA880418211","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA813068676","MA 8.3.1.b","Dichotomous",1,"GC","GEO",1
"MA841475295","MA 8.3.1.b","Dichotomous",1,"GC","GEO",1
"MA819656942","MA 8.3.1.b","Dichotomous",1,"GC","GEO",1
"MA847308643","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA859561026","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA831211911","MA 8.3.1.b","Polytomous",2,"GC","GEO",2
"MA820579838","MA 8.3.1.b","Dichotomous",2,"GC","GEO",1
"MA836648837","MA 8.3.2.a","Dichotomous",2,"GO","GEO",1
"MA89783074","MA 8.3.2.a","Dichotomous",2,"GO","GEO",1
"MA813340358","MA 8.3.2.a","Dichotomous",2,"GO","GEO",1
"MA841219886","MA 8.3.2.a","Dichotomous",2,"GO","GEO",1
"MA871541845","MA 8.3.2.a","Dichotomous",2,"GO","GEO",1
"MA825193074","MA 8.3.2.a","Dichotomous",2,"GO","GEO",1
"MA87173309","MA 8.3.2.a","Dichotomous",2,"GO","GEO",1
