"ID","STANDARD","ITEM_TYPE","DOK","DOMAIN","UDOMAIN","POINTS"
"MA569735986","MA 5.1.1.e","Dichotomous",1,"NR","NUM",1
"MA550978915","MA 5.1.1.e","Dichotomous",1,"NR","NUM",1
"MA582502396","MA 5.1.1.e","Polytomous",1,"NR","NUM",2
"MA528987198","MA 5.1.1.e","Polytomous",1,"NR","NUM",2
"MA597208069","MA 5.1.1.e","Polytomous",1,"NR","NUM",2
"MA522371921","MA 5.1.1.e","Polytomous",1,"NR","NUM",2
"MA583890309","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA548643120","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA58051717","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA511344224","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA583168200","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA524515230","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA575770803","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA515535590","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA51015692","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA568657203","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA581541189","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA521310007","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA598775239","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA558344973","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA511541508","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA581914035","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA586098518","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA531576057","MA 5.1.2.a","Dichotomous",1,"NO","NUM",1
"MA53666439","MA 5.1.2.a","Polytomous",1,"NO","NUM",2
"MA537674205","MA 5.1.2.a","Polytomous",1,"NO","NUM",2
"MA559627401","MA 5.1.2.a","Polytomous",1,"NO","NUM",2
"MA571404821","MA 5.1.2.a","Polytomous",1,"NO","NUM",2
"MA597505097","MA 5.1.2.a","Polytomous",1,"NO","NUM",2
"MA512472868","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA599035225","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA560724084","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA577264770","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA564232097","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA511501173","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA547329041","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA566855330","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA520596464","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA555786420","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA585704921","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA551086952","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA539922685","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA542979994","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA512799726","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA530496304","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA542813367","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA537083576","MA 5.1.2.b","Dichotomous",1,"NO","NUM",1
"MA5669994","MA 5.1.2.b","Polytomous",1,"NO","NUM",2
"MA52069672","MA 5.1.2.b","Polytomous",1,"NO","NUM",2
"MA52728809","MA 5.1.2.b","Polytomous",1,"NO","NUM",2
"MA559216925","MA 5.1.2.b","Polytomous",1,"NO","NUM",2
"MA523617599","MA 5.1.2.b","Polytomous",1,"NO","NUM",2
"MA51033994","MA 5.1.2.c","Dichotomous",1,"NO","NUM",1
"MA547004878","MA 5.1.2.c","Dichotomous",1,"NO","NUM",1
"MA594753110","MA 5.1.2.c","Polytomous",2,"NO","NUM",2
"MA529025950","MA 5.1.2.c","Dichotomous",1,"NO","NUM",1
"MA552718578","MA 5.1.2.c","Polytomous",2,"NO","NUM",2
"MA513523820","MA 5.1.2.c","Dichotomous",1,"NO","NUM",1
"MA562758311","MA 5.1.2.c","Dichotomous",2,"NO","NUM",1
"MA556621747","MA 5.1.2.c","Dichotomous",1,"NO","NUM",1
"MA522211828","MA 5.1.2.c","Dichotomous",2,"NO","NUM",1
"MA554709474","MA 5.1.2.c","Dichotomous",1,"NO","NUM",1
"MA525591831","MA 5.1.2.c","Dichotomous",1,"NO","NUM",1
"MA586964068","MA 5.1.2.c","Dichotomous",2,"NO","NUM",1
"MA588912940","MA 5.1.2.c","Polytomous",1,"NO","NUM",2
"MA526767630","MA 5.1.2.c","Dichotomous",2,"NO","NUM",1
"MA5646580","MA 5.1.2.c","Dichotomous",2,"NO","NUM",1
"MA568360750","MA 5.1.2.c","Dichotomous",2,"NO","NUM",1
"MA529665400","MA 5.1.2.c","Dichotomous",2,"NO","NUM",1
"MA56816450","MA 5.1.2.c","Polytomous",2,"NO","NUM",2
"MA515094808","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA591846040","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA569378929","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA525087089","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA533761003","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA550519685","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA529117134","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA538495885","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA535399373","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA538055940","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA560999313","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA510527307","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA563046487","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA599225137","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA522070019","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA567395238","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA53970432","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA520651115","MA 5.1.2.d","Dichotomous",1,"NO","NUM",1
"MA597612340","MA 5.1.2.d","Polytomous",1,"NO","NUM",2
"MA558581857","MA 5.1.2.d","Polytomous",1,"NO","NUM",2
"MA581842472","MA 5.1.2.d","Polytomous",1,"NO","NUM",2
"MA562786305","MA 5.1.2.d","Polytomous",1,"NO","NUM",2
"MA57589187","MA 5.1.2.d","Polytomous",1,"NO","NUM",2
"MA577114423","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA596047982","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA564895713","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA541754291","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA531164525","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA534283450","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA590896396","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA569728713","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA536576896","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA587815047","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA592177642","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA546590639","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA597391649","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA58303416","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA594858251","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA574559922","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA566384044","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA551495940","MA 5.1.2.g","Dichotomous",1,"NO","NUM",1
"MA56225427","MA 5.1.2.g","Polytomous",1,"NO","NUM",2
"MA512609135","MA 5.1.2.g","Polytomous",1,"NO","NUM",2
"MA575780826","MA 5.1.2.g","Polytomous",1,"NO","NUM",2
"MA510544743","MA 5.1.2.g","Polytomous",1,"NO","NUM",2
"MA585615222","MA 5.1.2.g","Polytomous",1,"NO","NUM",2
"MA526440932","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA537124944","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA565534212","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA523340497","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA589665231","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA531792822","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA569652023","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA570325900","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA587469579","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA566992112","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA523539198","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA589383006","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA598893041","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA553170133","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA577271500","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA549691639","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA53565149","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA580232529","MA 5.1.2.h","Dichotomous",1,"NO","NUM",1
"MA533727211","MA 5.1.2.h","Polytomous",1,"NO","NUM",2
"MA568773369","MA 5.1.2.h","Polytomous",1,"NO","NUM",2
"MA575717399","MA 5.1.2.h","Polytomous",1,"NO","NUM",2
"MA555943782","MA 5.1.2.h","Polytomous",1,"NO","NUM",2
"MA583929876","MA 5.1.2.h","Polytomous",1,"NO","NUM",2
"MA526914758","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA580434453","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA517931956","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA585131715","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA595074396","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA528970528","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA587625393","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA572463093","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA563641651","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA53956143","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA591842993","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA587374975","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA567640752","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA566131428","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA54680173","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA56850099","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA542585001","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA517922607","MA 5.1.2.j","Dichotomous",1,"NO","NUM",1
"MA550864150","MA 5.1.2.j","Polytomous",1,"NO","NUM",2
"MA525225690","MA 5.1.2.j","Polytomous",1,"NO","NUM",2
"MA596201521","MA 5.1.2.j","Polytomous",1,"NO","NUM",2
"MA514933702","MA 5.1.2.j","Polytomous",1,"NO","NUM",2
"MA5983253","MA 5.1.2.j","Polytomous",1,"NO","NUM",2
"MA554891922","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA561450364","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA514350139","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA517036699","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA523619580","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA556735614","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA577833585","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA586196164","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA592557733","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA539398504","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA597463334","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA521176752","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA534564922","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA529105738","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA572867136","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA568141933","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA557820073","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA571265060","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA540997558","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA591066041","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA534014830","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA529916302","MA 5.2.1.a","Dichotomous",1,"AR","ALG",1
"MA536506444","MA 5.2.1.a","Polytomous",1,"AR","ALG",2
"MA536547700","MA 5.2.1.a","Polytomous",1,"AR","ALG",2
"MA591749742","MA 5.2.1.a","Polytomous",1,"AR","ALG",2
"MA554061264","MA 5.2.1.a","Polytomous",1,"AR","ALG",2
"MA53231620","MA 5.2.1.a","Polytomous",1,"AR","ALG",2
"MA560090988","MA 5.2.1.a","Polytomous",1,"AR","ALG",2
"MA542897160","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA547444915","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA56406220","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA526242362","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA559556955","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA555148929","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA577938192","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA536801271","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA530529344","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA585357000","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA528677096","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA540504410","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA565552771","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA576192640","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA571588195","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA517544189","MA 5.2.2.a","Polytomous",1,"AP","ALG",2
"MA528366418","MA 5.2.2.a","Polytomous",1,"AP","ALG",2
"MA594257225","MA 5.2.2.a","Polytomous",1,"AP","ALG",2
"MA545153742","MA 5.2.2.a","Polytomous",2,"AP","ALG",2
"MA574943501","MA 5.2.2.a","Polytomous",2,"AP","ALG",2
"MA588373691","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA551937972","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA532980520","MA 5.2.2.a","Dichotomous",1,"AP","ALG",1
"MA542180130","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA596751188","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA594504031","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA513452020","MA 5.2.2.a","Dichotomous",2,"AP","ALG",1
"MA593711485","MA 5.2.2.a","Polytomous",2,"AP","ALG",2
"MA591291524","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA537912088","MA 5.2.3.a","Polytomous",2,"AA","ALG",2
"MA527437762","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA565744238","MA 5.2.3.a","Polytomous",3,"AA","ALG",2
"MA511333637","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA529031750","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA556770160","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA568117218","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA583747069","MA 5.2.3.a","Polytomous",3,"AA","ALG",2
"MA562939381","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA589694945","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA55440821","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA526166082","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA545737531","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA558557391","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA593402237","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA520431746","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA571065077","MA 5.2.3.a","Dichotomous",2,"AA","ALG",1
"MA552785062","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA560487334","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA563448155","MA 5.2.3.a","Dichotomous",3,"AA","ALG",1
"MA590803059","MA 5.2.3.a","Polytomous",3,"AA","ALG",2
"MA553350328","MA 5.2.3.a","Polytomous",3,"AA","ALG",2
"MA535486815","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA560438628","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA529669371","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA593353383","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA564753838","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA535747605","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA598209404","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA590033897","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA513481243","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA53823030","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA512925829","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA547052335","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA576589979","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA580978633","MA 5.3.1.a","Dichotomous",1,"GC","GEO",1
"MA514148890","MA 5.3.1.a","Polytomous",1,"GC","GEO",2
"MA518715932","MA 5.3.1.a","Polytomous",1,"GC","GEO",2
"MA510232861","MA 5.3.1.a","Polytomous",1,"GC","GEO",2
"MA527796667","MA 5.3.1.a","Polytomous",1,"GC","GEO",2
"MA51511234","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA532229187","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA543156734","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA529289232","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA543696973","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA571863533","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA513381972","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA571339361","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA563859579","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA526539173","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA526185466","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA568638337","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA542718918","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA568641427","MA 5.3.1.b","Dichotomous",1,"GC","GEO",1
"MA571392779","MA 5.3.1.b","Polytomous",1,"GC","GEO",2
"MA512234331","MA 5.3.1.b","Polytomous",1,"GC","GEO",2
"MA519895496","MA 5.3.1.b","Polytomous",1,"GC","GEO",2
"MA52262607","MA 5.3.1.b","Polytomous",1,"GC","GEO",2
"MA526051697","MA 5.3.1.c","Polytomous",2,"GC","GEO",2
"MA564221689","MA 5.3.1.c","Polytomous",2,"GC","GEO",2
"MA559052679","MA 5.3.1.c","Dichotomous",3,"GC","GEO",1
"MA568078263","MA 5.3.1.c","Dichotomous",3,"GC","GEO",1
"MA515272082","MA 5.3.1.c","Dichotomous",2,"GC","GEO",1
"MA51261207","MA 5.3.1.c","Dichotomous",2,"GC","GEO",1
"MA560740519","MA 5.3.1.c","Dichotomous",2,"GC","GEO",1
