"ID","MODEL","PAR1","PAR2"
"MA583890309","1PL",-0.049,NA
"MA548643120","1PL",0.611,NA
"MA58051717","1PL",1.313,NA
"MA511344224","1PL",-0.214,NA
"MA583168200","1PL",-0.502,NA
"MA524515230","1PL",1.032,NA
"MA575770803","1PL",1.684,NA
"MA515535590","1PL",0.161,NA
"MA51015692","1PL",0.36,NA
"MA568657203","1PL",1.354,NA
"MA581541189","1PL",0.662,NA
"MA521310007","1PL",-1.121,NA
"MA598775239","1PL",-0.721,NA
"MA558344973","1PL",-0.46,NA
"MA511541508","1PL",1.869,NA
"MA581914035","1PL",-0.068,NA
"MA586098518","1PL",0.669,NA
"MA531576057","1PL",0.158,NA
"MA53666439","PC",-0.813,-0.303
"MA537674205","PC",-1.195,-0.293
"MA559627401","PC",-1.673,-0.945
"MA571404821","PC",-1.365,-0.741
"MA597505097","PC",-0.628,0.334
"MA512472868","1PL",0.004,NA
"MA599035225","1PL",-0.419,NA
"MA560724084","1PL",-1.553,NA
"MA577264770","1PL",0.265,NA
"MA564232097","1PL",1.549,NA
"MA511501173","1PL",0.465,NA
"MA547329041","1PL",0.017,NA
"MA566855330","1PL",-0.482,NA
"MA520596464","1PL",-1.425,NA
"MA555786420","1PL",-1.089,NA
"MA585704921","1PL",1.102,NA
"MA551086952","1PL",-0.99,NA
"MA539922685","1PL",-1.547,NA
"MA542979994","1PL",-1.149,NA
"MA512799726","1PL",0.734,NA
"MA530496304","1PL",-0.091,NA
"MA542813367","1PL",-0.151,NA
"MA537083576","1PL",-0.967,NA
"MA5669994","PC",0.426,1.206
"MA52069672","PC",1.281,1.817
"MA52728809","PC",-2.04,-1.738
"MA559216925","PC",1.682,2.458
"MA523617599","PC",-0.401,-0.151
"MA51033994","1PL",-2.769,NA
"MA547004878","1PL",-1.778,NA
"MA594753110","PC",-1.902,-1.204
"MA529025950","1PL",-1.097,NA
"MA552718578","PC",-1.09,-0.718
"MA513523820","1PL",-0.682,NA
"MA562758311","1PL",-0.578,NA
"MA556621747","1PL",-0.559,NA
"MA522211828","1PL",-0.425,NA
"MA554709474","1PL",-0.233,NA
"MA525591831","1PL",0.103,NA
"MA586964068","1PL",0.463,NA
"MA588912940","PC",0.273,1.069
"MA526767630","1PL",0.759,NA
"MA5646580","1PL",1.052,NA
"MA568360750","1PL",1.366,NA
"MA529665400","1PL",1.635,NA
"MA56816450","PC",1.279,2.275
"MA515094808","1PL",0.547,NA
"MA591846040","1PL",0.743,NA
"MA569378929","1PL",0.391,NA
"MA525087089","1PL",0.488,NA
"MA533761003","1PL",-1.519,NA
"MA550519685","1PL",-1.466,NA
"MA529117134","1PL",1.068,NA
"MA538495885","1PL",-0.32,NA
"MA535399373","1PL",-1.302,NA
"MA538055940","1PL",-0.777,NA
"MA560999313","1PL",-0.398,NA
"MA510527307","1PL",1.717,NA
"MA563046487","1PL",-0.711,NA
"MA599225137","1PL",-0.814,NA
"MA522070019","1PL",1.277,NA
"MA567395238","1PL",-1.576,NA
"MA53970432","1PL",0.188,NA
"MA520651115","1PL",1.022,NA
"MA597612340","PC",-0.729,0.089
"MA558581857","PC",0.284,0.636
"MA581842472","PC",-1.18,-0.812
"MA562786305","PC",0.798,1.398
"MA57589187","PC",2.978,3.576
"MA577114423","1PL",-0.84,NA
"MA596047982","1PL",1.33,NA
"MA564895713","1PL",-3.155,NA
"MA541754291","1PL",1.329,NA
"MA531164525","1PL",0.453,NA
"MA534283450","1PL",-1.492,NA
"MA590896396","1PL",-0.665,NA
"MA569728713","1PL",0.17,NA
"MA536576896","1PL",1.934,NA
"MA587815047","1PL",-1.236,NA
"MA592177642","1PL",-1.471,NA
"MA546590639","1PL",0.406,NA
"MA597391649","1PL",-0.679,NA
"MA58303416","1PL",0.426,NA
"MA594858251","1PL",-0.773,NA
"MA574559922","1PL",0.192,NA
"MA566384044","1PL",0.166,NA
"MA551495940","1PL",-0.031,NA
"MA56225427","PC",-1.45,-0.852
"MA512609135","PC",0.293,0.785
"MA575780826","PC",2.185,2.969
"MA510544743","PC",0.546,1.156
"MA585615222","PC",0.247,0.453
"MA526440932","1PL",-0.02,NA
"MA537124944","1PL",-0.498,NA
"MA565534212","1PL",0.816,NA
"MA523340497","1PL",0.29,NA
"MA589665231","1PL",1.253,NA
"MA531792822","1PL",0.324,NA
"MA569652023","1PL",1.752,NA
"MA570325900","1PL",-0.637,NA
"MA587469579","1PL",-0.083,NA
"MA566992112","1PL",-0.842,NA
"MA523539198","1PL",-0.684,NA
"MA589383006","1PL",0.598,NA
"MA598893041","1PL",-0.004,NA
"MA553170133","1PL",0.097,NA
"MA577271500","1PL",-1.526,NA
"MA549691639","1PL",0.048,NA
"MA53565149","1PL",-1.28,NA
"MA580232529","1PL",-0.794,NA
"MA533727211","PC",-0.085,0.747
"MA568773369","PC",-2.008,-1.182
"MA575717399","PC",-0.646,-0.044
"MA555943782","PC",-0.492,0.25
"MA583929876","PC",0.078,1.004
"MA526914758","1PL",-0.461,NA
"MA580434453","1PL",0.414,NA
"MA517931956","1PL",1.046,NA
"MA585131715","1PL",0.089,NA
"MA595074396","1PL",-2.374,NA
"MA528970528","1PL",-1.495,NA
"MA587625393","1PL",0.107,NA
"MA572463093","1PL",0.154,NA
"MA563641651","1PL",-0.546,NA
"MA53956143","1PL",-0.714,NA
"MA591842993","1PL",0.773,NA
"MA587374975","1PL",-0.148,NA
"MA567640752","1PL",1.281,NA
"MA566131428","1PL",-0.86,NA
"MA54680173","1PL",-0.408,NA
"MA56850099","1PL",-2.234,NA
"MA542585001","1PL",-0.19,NA
"MA517922607","1PL",-1.229,NA
"MA550864150","PC",2.569,2.883
"MA525225690","PC",2.247,2.589
"MA596201521","PC",-1.63,-1.342
"MA514933702","PC",0.194,0.414
"MA5983253","PC",0.342,0.756
"MA554891922","1PL",-0.723,NA
"MA561450364","1PL",-2.381,NA
"MA514350139","1PL",-1.467,NA
"MA517036699","1PL",1.471,NA
"MA523619580","1PL",-0.171,NA
"MA556735614","1PL",-1.236,NA
"MA577833585","1PL",0.985,NA
"MA586196164","1PL",0.18,NA
"MA592557733","1PL",-0.722,NA
"MA539398504","1PL",0.69,NA
"MA597463334","1PL",-0.232,NA
"MA521176752","1PL",-0.996,NA
"MA534564922","1PL",1.04,NA
"MA529105738","1PL",-0.494,NA
"MA572867136","1PL",0.092,NA
"MA568141933","1PL",-0.249,NA
"MA557820073","1PL",1.449,NA
"MA571265060","1PL",-0.759,NA
"MA540997558","1PL",0.733,NA
"MA591066041","1PL",-1.06,NA
"MA534014830","1PL",-0.114,NA
"MA529916302","1PL",0.109,NA
"MA536506444","PC",0.295,0.549
"MA536547700","PC",0.457,0.911
"MA591749742","PC",-0.878,-0.174
"MA554061264","PC",0.053,0.587
"MA53231620","PC",-1.596,-0.908
"MA560090988","PC",0.844,1.49
"MA542897160","1PL",-1.459,NA
"MA547444915","1PL",-1.004,NA
"MA56406220","1PL",-0.778,NA
"MA526242362","1PL",-0.666,NA
"MA559556955","1PL",-0.622,NA
"MA555148929","1PL",-0.545,NA
"MA577938192","1PL",-0.388,NA
"MA536801271","1PL",-0.217,NA
"MA530529344","1PL",0.099,NA
"MA585357000","1PL",0.122,NA
"MA528677096","1PL",0.177,NA
"MA540504410","1PL",0.441,NA
"MA565552771","1PL",0.477,NA
"MA576192640","1PL",0.493,NA
"MA571588195","1PL",0.705,NA
"MA517544189","PC",0.417,1.097
"MA528366418","PC",0.426,1.098
"MA594257225","PC",0.942,1.156
"MA545153742","PC",0.701,1.403
"MA574943501","PC",0.716,1.538
"MA588373691","1PL",1.397,NA
"MA551937972","1PL",1.406,NA
"MA532980520","1PL",1.433,NA
"MA542180130","1PL",1.45,NA
"MA596751188","1PL",1.614,NA
"MA594504031","1PL",1.734,NA
"MA513452020","1PL",2.002,NA
"MA593711485","PC",2.099,2.597
"MA591291524","1PL",-1.699,NA
"MA537912088","PC",-1.797,-1.247
"MA527437762","1PL",-1.435,NA
"MA565744238","PC",-1.203,-0.947
"MA511333637","1PL",-0.883,NA
"MA529031750","1PL",-0.771,NA
"MA556770160","1PL",-0.728,NA
"MA568117218","1PL",-0.703,NA
"MA583747069","PC",-0.534,-0.16
"MA562939381","1PL",-0.177,NA
"MA589694945","1PL",-0.098,NA
"MA55440821","1PL",0.095,NA
"MA526166082","1PL",0.229,NA
"MA545737531","1PL",0.323,NA
"MA558557391","1PL",0.891,NA
"MA593402237","1PL",0.978,NA
"MA520431746","1PL",1.055,NA
"MA571065077","1PL",1.21,NA
"MA552785062","1PL",1.569,NA
"MA560487334","1PL",1.789,NA
"MA563448155","1PL",1.828,NA
"MA590803059","PC",2.126,2.506
"MA553350328","PC",2.174,2.704
"MA535486815","1PL",0.016,NA
"MA560438628","1PL",-0.184,NA
"MA529669371","1PL",-0.507,NA
"MA593353383","1PL",-0.517,NA
"MA564753838","1PL",0.372,NA
"MA535747605","1PL",0.121,NA
"MA598209404","1PL",0.132,NA
"MA590033897","1PL",1.884,NA
"MA513481243","1PL",-0.305,NA
"MA53823030","1PL",2.182,NA
"MA512925829","1PL",-1.186,NA
"MA547052335","1PL",0.007,NA
"MA576589979","1PL",0.007,NA
"MA580978633","1PL",2.083,NA
"MA514148890","PC",0.475,1.253
"MA518715932","PC",-1.857,-1.631
"MA510232861","PC",0.842,1.678
"MA527796667","PC",0.088,0.694
"MA51511234","1PL",-1.266,NA
"MA532229187","1PL",-0.29,NA
"MA543156734","1PL",1.713,NA
"MA529289232","1PL",-1.614,NA
"MA543696973","1PL",0.297,NA
"MA571863533","1PL",2.045,NA
"MA513381972","1PL",-0.11,NA
"MA571339361","1PL",-0.594,NA
"MA563859579","1PL",-0.767,NA
"MA526539173","1PL",0.359,NA
"MA526185466","1PL",-0.573,NA
"MA568638337","1PL",1.147,NA
"MA542718918","1PL",0.439,NA
"MA568641427","1PL",0.577,NA
"MA571392779","PC",0.439,1.397
"MA512234331","PC",0.538,1.406
"MA519895496","PC",0.59,1.38
"MA52262607","PC",-0.912,-0.4
"MA526051697","PC",-2.332,-1.54
"MA564221689","PC",-1.607,-1.259
"MA559052679","1PL",-1.108,NA
"MA568078263","1PL",-1.095,NA
"MA515272082","1PL",-0.985,NA
"MA51261207","1PL",-0.851,NA
"MA560740519","1PL",-0.834,NA
"MA594619913","1PL",-0.74,NA
"MA511983953","1PL",-0.697,NA
"MA597734843","1PL",-0.257,NA
"MA528910228","PC",-0.222,0.588
"MA544857938","1PL",0.225,NA
"MA533098141","1PL",0.512,NA
"MA555535108","PC",0.608,1
"MA556277783","1PL",0.852,NA
"MA551349213","1PL",0.932,NA
"MA544666332","1PL",1.064,NA
"MA545202390","1PL",2.081,NA
"MA511656133","1PL",-1.433,NA
"MA530351652","1PL",-0.198,NA
"MA567155972","1PL",0.213,NA
"MA562641950","1PL",-0.851,NA
"MA532942651","1PL",1.221,NA
"MA567691925","1PL",-0.687,NA
"MA537224068","1PL",1.104,NA
"MA570849886","1PL",0.775,NA
"MA594895743","1PL",1.554,NA
"MA552706087","1PL",1.121,NA
"MA540036248","1PL",0.12,NA
"MA530390833","1PL",1.722,NA
"MA516891234","1PL",-1.022,NA
"MA520743177","1PL",-1.6,NA
"MA555808511","1PL",-1.944,NA
"MA53078998","1PL",-0.895,NA
"MA515194391","1PL",0.66,NA
"MA540005350","1PL",-0.12,NA
"MA520543753","PC",-2.568,-1.76
"MA519929515","PC",-1.072,-0.19
"MA537732155","PC",0.523,1.089
"MA517218387","PC",-0.224,0.466
"MA59758512","PC",-0.546,0.362
"MA58844541","PC",-2.103,-1.163
"MA514880372","1PL",-1.26,NA
"MA550118887","1PL",-1.23,NA
"MA536586052","1PL",-0.633,NA
"MA598735194","1PL",-0.478,NA
"MA52628278","1PL",-0.462,NA
"MA554934867","1PL",-0.34,NA
"MA51582194","1PL",-0.297,NA
"MA510621592","1PL",-0.253,NA
"MA549258315","1PL",0.003,NA
"MA564666991","PC",-0.143,0.639
"MA513548386","PC",0.177,0.899
"MA548264919","1PL",0.688,NA
"MA572827897","1PL",0.723,NA
"MA574680967","1PL",0.99,NA
"MA517982655","PC",1.045,1.727
"MA548765424","1PL",1.392,NA
"MA527375393","1PL",1.619,NA
"MA523576901","1PL",-1.335,NA
"MA533165597","1PL",-1.269,NA
"MA55377868","1PL",-1.16,NA
"MA584125619","PC",-1.585,-0.679
"MA519043218","1PL",-0.35,NA
"MA525908806","1PL",-0.309,NA
"MA545584093","PC",-0.453,-0.077
"MA599852100","1PL",-0.062,NA
"MA57575329","1PL",0.098,NA
"MA576781107","PC",-0.192,0.798
"MA516274704","1PL",0.409,NA
"MA580896410","1PL",0.549,NA
"MA524685200","1PL",0.775,NA
"MA575638225","1PL",0.854,NA
"MA555962977","1PL",0.883,NA
"MA586470792","1PL",0.984,NA
"MA57050211","1PL",1.405,NA
"MA518619334","PC",1.817,2.245
"MA531782952","1PL",-2.837,NA
"MA551114422","1PL",-2.289,NA
"MA533737316","1PL",-0.168,NA
"MA588540674","1PL",-0.142,NA
"MA523749505","1PL",-0.1,NA
"MA556537992","1PL",-0.017,NA
"MA522209548","1PL",-2.076,NA
"MA578511126","1PL",-1.556,NA
"MA513457295","1PL",-1.349,NA
"MA545746599","1PL",-1.343,NA
"MA522178706","1PL",-1.015,NA
"MA594703898","1PL",-0.981,NA
"MA535916785","1PL",-0.857,NA
"MA532242185","1PL",-0.815,NA
"MA577484178","1PL",-0.535,NA
"MA563297262","1PL",-0.521,NA
"MA563105498","1PL",-0.251,NA
"MA543881586","1PL",-0.214,NA
"MA559082616","1PL",0.049,NA
"MA586582104","1PL",0.143,NA
"MA569018300","PC",-0.23,0.756
"MA547917122","PC",0.093,0.845
"MA580030722","1PL",0.591,NA
"MA58920090","PC",0.553,1.121
"MA526622570","PC",0.493,1.481
"MA532369153","1PL",1.316,NA
"MA57533980","1PL",1.385,NA
"MA522375716","1PL",1.678,NA
"MA551428521","PC",1.736,1.938
"MA535568899","PC",1.94,2.384
"MA515742386","1PL",-2.241,NA
"MA520471683","1PL",-1.929,NA
"MA558668998","1PL",-1.682,NA
"MA511196281","1PL",-1.627,NA
"MA552461981","1PL",-1.532,NA
"MA53465063","1PL",-1.489,NA
"MA544457458","1PL",-1.421,NA
"MA538596699","1PL",-1.154,NA
"MA593205831","1PL",-1.055,NA
"MA561409442","1PL",-1.013,NA
"MA583307862","1PL",-0.683,NA
"MA518312942","1PL",-0.567,NA
"MA540354607","1PL",-0.484,NA
"MA518155860","1PL",-0.425,NA
"MA569892306","1PL",-0.401,NA
"MA53095948","1PL",-0.292,NA
"MA569762218","PC",-0.554,0.258
"MA599400135","1PL",-0.036,NA
"MA535439550","PC",-0.241,0.369
"MA551023603","PC",-0.099,0.675
"MA597719564","1PL",0.398,NA
"MA527685043","1PL",0.417,NA
"MA514943201","1PL",0.487,NA
"MA593413036","1PL",0.758,NA
"MA542389520","PC",1.026,1.246
"MA521943245","PC",0.957,1.515
"MA594727721","1PL",1.321,NA
"MA515145390","PC",0.98,1.778
"MA591378778","1PL",1.469,NA
"MA583070087","1PL",2.368,NA
