"ID","STANDARD","ITEM_TYPE","DOK","DOMAIN","UDOMAIN","POINTS"
"MA645423275","MA 6.1.1.h","Dichotomous",1,"NR","NUM",1
"MA616853887","MA 6.1.1.h","Dichotomous",2,"NR","NUM",1
"MA64209644","MA 6.1.1.h","Dichotomous",1,"NR","NUM",1
"MA613835869","MA 6.1.1.h","Polytomous",2,"NR","NUM",2
"MA64950532","MA 6.1.1.h","Dichotomous",2,"NR","NUM",1
"MA653796609","MA 6.1.1.h","Dichotomous",2,"NR","NUM",1
"MA611153629","MA 6.1.1.h","Dichotomous",1,"NR","NUM",1
"MA686981777","MA 6.1.1.h","Polytomous",1,"NR","NUM",2
"MA657072663","MA 6.1.1.h","Dichotomous",2,"NR","NUM",1
"MA660149558","MA 6.1.1.h","Dichotomous",2,"NR","NUM",1
"MA689729536","MA 6.1.1.h","Dichotomous",2,"NR","NUM",1
"MA664478815","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA687334990","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA674971047","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA648661143","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA616739130","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA682723021","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA682586930","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA616294433","MA 6.1.1.i","Dichotomous",1,"NR","NUM",1
"MA610771434","MA 6.1.1.i","Polytomous",1,"NR","NUM",2
"MA652054135","MA 6.1.1.i","Polytomous",1,"NR","NUM",2
"MA684560074","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA659339269","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA663486886","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA614948043","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA644184056","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA613535707","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA667975164","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA68105906","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA657303435","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA693292716","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA666162542","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA629373308","MA 6.1.2.a","Dichotomous",1,"NO","NUM",1
"MA688115265","MA 6.1.2.a","Polytomous",1,"NO","NUM",2
"MA61606734","MA 6.1.2.a","Polytomous",1,"NO","NUM",2
"MA686107515","MA 6.1.2.a","Polytomous",1,"NO","NUM",2
"MA667433052","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA631983998","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA645106354","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA659733378","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA66726351","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA636368102","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA613782244","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA678654548","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA665124886","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA641075344","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA616395687","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA687914984","MA 6.1.2.c","Dichotomous",1,"NO","NUM",1
"MA685931136","MA 6.1.2.c","Polytomous",1,"NO","NUM",2
"MA633660860","MA 6.1.2.c","Polytomous",1,"NO","NUM",2
"MA616804597","MA 6.1.2.c","Polytomous",1,"NO","NUM",2
"MA613697701","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA615909438","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA659218076","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA699977628","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA624337528","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA663897741","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA620241419","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA676407229","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA610729407","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA630722014","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA625715865","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA611556794","MA 6.1.2.d","Dichotomous",1,"NO","NUM",1
"MA679446467","MA 6.1.2.d","Polytomous",1,"NO","NUM",2
"MA661818327","MA 6.1.2.d","Polytomous",1,"NO","NUM",2
"MA611984940","MA 6.1.2.d","Polytomous",1,"NO","NUM",2
"MA627022741","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA651329111","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA667945972","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA658001798","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA691473370","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA634835375","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA693945029","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA676359129","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA672045271","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA637414356","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA646654744","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA67283069","MA 6.1.2.e","Dichotomous",2,"NO","NUM",1
"MA692620948","MA 6.1.2.e","Polytomous",2,"NO","NUM",2
"MA653819817","MA 6.1.2.e","Polytomous",2,"NO","NUM",2
"MA669016089","MA 6.1.2.e","Polytomous",2,"NO","NUM",2
"MA610875675","MA 6.2.1.a","Dichotomous",1,"AR","ALG",1
"MA655240529","MA 6.2.1.a","Dichotomous",2,"AR","ALG",1
"MA634768464","MA 6.2.1.a","Dichotomous",1,"AR","ALG",1
"MA69466610","MA 6.2.1.a","Dichotomous",2,"AR","ALG",1
"MA65909398","MA 6.2.1.a","Dichotomous",2,"AR","ALG",1
"MA699705778","MA 6.2.1.a","Dichotomous",2,"AR","ALG",1
"MA613193976","MA 6.2.1.a","Dichotomous",1,"AR","ALG",1
"MA660580561","MA 6.2.1.a","Polytomous",2,"AR","ALG",2
"MA631250146","MA 6.2.1.a","Dichotomous",1,"AR","ALG",1
"MA616262009","MA 6.2.1.a","Dichotomous",1,"AR","ALG",1
"MA612996269","MA 6.2.1.a","Polytomous",1,"AR","ALG",2
"MA695756847","MA 6.2.1.a","Dichotomous",1,"AR","ALG",1
"MA691037973","MA 6.2.1.a","Dichotomous",2,"AR","ALG",1
"MA687801626","MA 6.2.1.a","Polytomous",2,"AR","ALG",2
"MA666344413","MA 6.2.1.a","Dichotomous",2,"AR","ALG",1
"MA675998880","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA636188222","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA657730877","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA627416397","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA639331577","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA65328594","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA619656929","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA637817152","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA6149561","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA697371321","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA667895107","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA669790497","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA611256385","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA655332299","MA 6.2.2.a","Dichotomous",1,"AP","ALG",1
"MA622698221","MA 6.2.2.a","Polytomous",1,"AP","ALG",2
"MA646295571","MA 6.2.2.a","Polytomous",1,"AP","ALG",2
"MA613809686","MA 6.2.2.a","Polytomous",1,"AP","ALG",2
"MA66934944","MA 6.2.2.a","Polytomous",1,"AP","ALG",2
"MA614148071","MA 6.2.2.b","Dichotomous",1,"AP","ALG",1
"MA61100710","MA 6.2.2.b","Dichotomous",1,"AP","ALG",1
"MA686758036","MA 6.2.2.b","Dichotomous",1,"AP","ALG",1
"MA628578556","MA 6.2.2.b","Polytomous",2,"AP","ALG",2
"MA614422659","MA 6.2.2.b","Dichotomous",2,"AP","ALG",1
"MA68190140","MA 6.2.2.b","Dichotomous",1,"AP","ALG",1
"MA630784579","MA 6.2.2.b","Dichotomous",2,"AP","ALG",1
"MA63421141","MA 6.2.2.b","Dichotomous",1,"AP","ALG",1
"MA689195783","MA 6.2.2.b","Dichotomous",2,"AP","ALG",1
"MA643454610","MA 6.2.2.b","Dichotomous",2,"AP","ALG",1
"MA69862633","MA 6.2.2.b","Dichotomous",2,"AP","ALG",1
"MA657926795","MA 6.2.2.b","Dichotomous",1,"AP","ALG",1
"MA662774382","MA 6.2.2.b","Dichotomous",1,"AP","ALG",1
"MA679818391","MA 6.2.2.b","Polytomous",2,"AP","ALG",2
"MA622632027","MA 6.2.2.b","Polytomous",2,"AP","ALG",2
"MA621713299","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA661496397","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA627905581","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA623097699","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA617856724","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA666961676","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA654182574","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA675297614","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA683294470","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA646911951","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA641967702","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA629193868","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA697835041","MA 6.2.2.c","Dichotomous",1,"AP","ALG",1
"MA663159463","MA 6.2.2.c","Polytomous",1,"AP","ALG",2
"MA672848916","MA 6.2.2.c","Polytomous",1,"AP","ALG",2
"MA642344019","MA 6.2.2.c","Polytomous",1,"AP","ALG",2
"MA695288875","MA 6.2.2.d","Dichotomous",1,"AP","ALG",1
"MA683661308","MA 6.2.2.d","Dichotomous",1,"AP","ALG",1
"MA632893942","MA 6.2.2.d","Polytomous",1,"AP","ALG",2
"MA649013087","MA 6.2.2.d","Dichotomous",2,"AP","ALG",1
"MA633613151","MA 6.2.2.d","Dichotomous",1,"AP","ALG",1
"MA670493096","MA 6.2.2.d","Polytomous",2,"AP","ALG",2
"MA630831969","MA 6.2.2.d","Dichotomous",1,"AP","ALG",1
"MA651815957","MA 6.2.2.d","Dichotomous",1,"AP","ALG",1
"MA648720219","MA 6.2.2.d","Dichotomous",2,"AP","ALG",1
"MA637162991","MA 6.2.2.d","Dichotomous",2,"AP","ALG",1
"MA675576849","MA 6.2.2.d","Dichotomous",2,"AP","ALG",1
"MA655832865","MA 6.2.2.d","Dichotomous",2,"AP","ALG",1
"MA623417767","MA 6.2.2.d","Dichotomous",2,"AP","ALG",1
"MA682736869","MA 6.2.2.d","Dichotomous",1,"AP","ALG",1
"MA655620787","MA 6.2.2.d","Polytomous",2,"AP","ALG",2
"MA676312136","MA 6.2.2.d","Dichotomous",2,"AP","ALG",1
"MA678381634","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA660821435","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA619572774","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA614939065","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA67994235","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA658364028","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA671540187","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA666547823","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA660728311","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA626887410","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA666916394","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA639057440","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA611316639","MA 6.2.2.e","Dichotomous",1,"AP","ALG",1
"MA640267804","MA 6.2.2.e","Polytomous",1,"AP","ALG",2
"MA613050993","MA 6.2.2.e","Polytomous",1,"AP","ALG",2
"MA697911402","MA 6.2.2.e","Polytomous",1,"AP","ALG",2
"MA652308219","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA69267482","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA629712077","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA696688264","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA690026621","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA644700453","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA667118429","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA645404683","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA698895285","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA63118477","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA629133263","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA618239718","MA 6.2.2.f","Dichotomous",2,"AP","ALG",1
"MA680727223","MA 6.2.2.f","Polytomous",2,"AP","ALG",2
"MA65984831","MA 6.2.2.f","Polytomous",2,"AP","ALG",2
"MA625296258","MA 6.2.2.f","Polytomous",2,"AP","ALG",2
"MA611475595","MA 6.2.2.g","Polytomous",1,"AP","ALG",2
"MA644259294","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA65312611","MA 6.2.2.g","Dichotomous",1,"AP","ALG",1
"MA648816862","MA 6.2.2.g","Polytomous",1,"AP","ALG",2
"MA65887997","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA663877578","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA616104643","MA 6.2.2.g","Dichotomous",1,"AP","ALG",1
"MA695357040","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA676148738","MA 6.2.2.g","Dichotomous",1,"AP","ALG",1
"MA661323102","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA644789077","MA 6.2.2.g","Dichotomous",1,"AP","ALG",1
"MA680196272","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA664711798","MA 6.2.2.g","Polytomous",2,"AP","ALG",2
"MA623493065","MA 6.2.2.g","Dichotomous",1,"AP","ALG",1
"MA679871512","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA642422230","MA 6.2.2.g","Dichotomous",2,"AP","ALG",1
"MA652681733","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA670145034","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA627792012","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA632305471","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA698355054","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA617009184","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA678583551","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA665926723","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA695780638","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA69200678","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA692096027","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA644388924","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA685849344","MA 6.2.3.b","Dichotomous",2,"AA","ALG",1
"MA655099146","MA 6.2.3.b","Polytomous",2,"AA","ALG",2
"MA668136926","MA 6.2.3.b","Polytomous",2,"AA","ALG",2
"MA659900501","MA 6.2.3.b","Polytomous",2,"AA","ALG",2
"MA695260143","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA694223106","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA632264569","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA641627728","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA630926117","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA699073203","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA674715416","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA649187708","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA66961921","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA613306996","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA622489924","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA690444459","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA655368095","MA 6.2.3.c","Dichotomous",2,"AA","ALG",1
"MA658512487","MA 6.2.3.c","Polytomous",2,"AA","ALG",2
"MA650766717","MA 6.2.3.c","Polytomous",2,"AA","ALG",2
"MA631531529","MA 6.2.3.c","Polytomous",2,"AA","ALG",2
"MA626713812","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA617631497","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA644489506","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA633809846","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA625783927","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA692810584","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA646209445","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA698486516","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA643497530","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA638006230","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA686543491","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA646784849","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA682826525","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA624266457","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA663779131","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA671499706","MA 6.2.3.d","Dichotomous",2,"AA","ALG",1
"MA639976809","MA 6.2.3.d","Polytomous",2,"AA","ALG",2
"MA667281258","MA 6.2.3.d","Polytomous",2,"AA","ALG",2
"MA674737920","MA 6.2.3.d","Polytomous",2,"AA","ALG",2
"MA67507146","MA 6.2.3.d","Polytomous",2,"AA","ALG",2
"MA634952610","MA 6.3.1.a","Polytomous",1,"GC","GEO",2
"MA621564462","MA 6.3.1.a","Dichotomous",2,"GC","GEO",1
"MA674962852","MA 6.3.1.a","Dichotomous",1,"GC","GEO",1
"MA662980078","MA 6.3.1.a","Dichotomous",2,"GC","GEO",1
"MA689766746","MA 6.3.1.a","Dichotomous",2,"GC","GEO",1
"MA646720481","MA 6.3.1.a","Dichotomous",2,"GC","GEO",1
"MA690904834","MA 6.3.1.a","Polytomous",1,"GC","GEO",2
"MA621516261","MA 6.3.1.a","Dichotomous",2,"GC","GEO",1
"MA659199448","MA 6.3.1.a","Dichotomous",1,"GC","GEO",1
"MA675560178","MA 6.3.1.a","Dichotomous",2,"GC","GEO",1
"MA644678959","MA 6.3.1.a","Dichotomous",1,"GC","GEO",1
"MA696020283","MA 6.3.1.a","Dichotomous",1,"GC","GEO",1
"MA634903170","MA 6.3.1.a","Dichotomous",1,"GC","GEO",1
"MA674384204","MA 6.3.1.a","Dichotomous",2,"GC","GEO",1
"MA667629929","MA 6.3.1.a","Polytomous",2,"GC","GEO",2
"MA669941645","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA687040941","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA673215073","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA62337392","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA618047738","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA666425775","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA699118796","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA653792097","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA636549959","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA632105949","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA699635944","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA613457622","MA 6.3.2.a","Dichotomous",1,"GO","GEO",1
"MA624223634","MA 6.3.2.a","Polytomous",1,"GO","GEO",2
"MA613179447","MA 6.3.2.a","Polytomous",1,"GO","GEO",2
"MA636198677","MA 6.3.2.a","Polytomous",1,"GO","GEO",2
"MA698291570","MA 6.3.2.c","Dichotomous",1,"GO","GEO",1
"MA689091390","MA 6.3.2.c","Dichotomous",2,"GO","GEO",1
"MA627957506","MA 6.3.2.c","Dichotomous",1,"GO","GEO",1
"MA617789714","MA 6.3.2.c","Dichotomous",2,"GO","GEO",1
"MA623710439","MA 6.3.2.c","Polytomous",1,"GO","GEO",2
