"ID","STANDARD","ITEM_TYPE","DOK","DOMAIN","UDOMAIN","POINTS"
"MA461843180","MA 4.1.1.g","Dichotomous",1,"NR","NUM",1
"MA43861538","MA 4.1.1.g","Dichotomous",1,"NR","NUM",1
"MA441511426","MA 4.1.1.g","Dichotomous",1,"NR","NUM",1
"MA466796940","MA 4.1.1.g","Dichotomous",1,"NR","NUM",1
"MA446889948","MA 4.1.1.g","Polytomous",1,"NR","NUM",2
"MA498548936","MA 4.1.1.g","Polytomous",1,"NR","NUM",2
"MA470214594","MA 4.1.1.g","Polytomous",1,"NR","NUM",2
"MA45275767","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA434069046","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA418419458","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA448507971","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA433091364","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA494432724","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA431293368","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA430962153","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA431920532","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA411883405","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA490582631","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA482264910","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA4822832","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA496345953","MA 4.1.1.h","Dichotomous",1,"NR","NUM",1
"MA424353996","MA 4.1.1.h","Polytomous",1,"NR","NUM",2
"MA455049370","MA 4.1.1.h","Polytomous",1,"NR","NUM",2
"MA485813858","MA 4.1.1.h","Polytomous",1,"NR","NUM",2
"MA477598089","MA 4.1.1.h","Polytomous",1,"NR","NUM",2
"MA470096123","MA 4.1.1.k","Dichotomous",1,"NR","NUM",1
"MA471760791","MA 4.1.1.k","Dichotomous",1,"NR","NUM",1
"MA420043598","MA 4.1.1.k","Dichotomous",1,"NR","NUM",1
"MA445435675","MA 4.1.1.k","Dichotomous",2,"NR","NUM",1
"MA498129101","MA 4.1.1.k","Polytomous",2,"NR","NUM",2
"MA411755038","MA 4.1.1.k","Dichotomous",2,"NR","NUM",1
"MA472316191","MA 4.1.1.k","Dichotomous",2,"NR","NUM",1
"MA434421175","MA 4.1.1.k","Dichotomous",1,"NR","NUM",1
"MA44782321","MA 4.1.1.k","Dichotomous",1,"NR","NUM",1
"MA440278679","MA 4.1.1.k","Dichotomous",2,"NR","NUM",1
"MA465803423","MA 4.1.1.k","Dichotomous",1,"NR","NUM",1
"MA45519449","MA 4.1.1.k","Dichotomous",1,"NR","NUM",1
"MA458063459","MA 4.1.1.k","Polytomous",2,"NR","NUM",2
"MA425389983","MA 4.1.1.k","Polytomous",2,"NR","NUM",2
"MA414654215","MA 4.1.1.k","Dichotomous",2,"NR","NUM",1
"MA480140604","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA4234696","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA451058759","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA416507602","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA481072168","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA483736252","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA499088075","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA489702291","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA42751501","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA445199155","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA411701589","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA411949217","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA495607635","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA423816176","MA 4.1.2.b","Dichotomous",1,"NO","NUM",1
"MA496079289","MA 4.1.2.b","Polytomous",1,"NO","NUM",2
"MA424413705","MA 4.1.2.b","Polytomous",1,"NO","NUM",2
"MA438896641","MA 4.1.2.b","Polytomous",1,"NO","NUM",2
"MA451576109","MA 4.1.2.b","Polytomous",1,"NO","NUM",2
"MA441638875","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA448541755","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA43847522","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA453312885","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA497739614","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA450631615","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA489917922","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA470941514","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA443135036","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA459646220","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA466120246","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA429964332","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA41322154","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA459686921","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA452295526","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA420528787","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA445782285","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA468710813","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA42538221","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA466944108","MA 4.1.2.c","Dichotomous",1,"NO","NUM",1
"MA48686948","MA 4.1.2.c","Polytomous",1,"NO","NUM",2
"MA481077058","MA 4.1.2.c","Polytomous",1,"NO","NUM",2
"MA486464661","MA 4.1.2.c","Polytomous",1,"NO","NUM",2
"MA492763068","MA 4.1.2.c","Polytomous",1,"NO","NUM",2
"MA497876354","MA 4.1.2.c","Polytomous",1,"NO","NUM",2
"MA420523005","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA489803657","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA479219452","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA417512896","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA414610018","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA45434351","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA422592689","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA481528076","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA442488849","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA421841500","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA453893570","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA477101782","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA437455671","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA435467168","MA 4.1.2.d","Dichotomous",1,"NO","NUM",1
"MA422663414","MA 4.1.2.d","Polytomous",1,"NO","NUM",2
"MA414675559","MA 4.1.2.d","Polytomous",1,"NO","NUM",2
"MA422797092","MA 4.1.2.d","Polytomous",1,"NO","NUM",2
"MA442138362","MA 4.1.2.d","Polytomous",1,"NO","NUM",2
"MA427569568","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA45392851","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA490252155","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA411952750","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA454621888","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA468730155","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA460602021","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA442739614","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA41951224","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA419686007","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA449689936","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA477134415","MA 4.1.2.f","Dichotomous",1,"NO","NUM",1
"MA430533239","MA 4.1.2.f","Polytomous",1,"NO","NUM",2
"MA447936650","MA 4.1.2.f","Polytomous",1,"NO","NUM",2
"MA481349580","MA 4.1.2.f","Polytomous",1,"NO","NUM",2
"MA46602557","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA433795231","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA457559042","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA483919136","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA471107609","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA44713134","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA44886330","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA491858014","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA479847151","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA434081305","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA440825818","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA473609351","MA 4.1.2.g","Dichotomous",1,"NO","NUM",1
"MA428567107","MA 4.1.2.g","Polytomous",1,"NO","NUM",2
"MA438333010","MA 4.1.2.g","Polytomous",1,"NO","NUM",2
"MA466594300","MA 4.1.2.g","Polytomous",1,"NO","NUM",2
"MA432400648","MA 4.2.1.a","Polytomous",1,"AR","ALG",2
"MA439543759","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA48036187","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA487557240","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA465626317","MA 4.2.1.a","Polytomous",2,"AR","ALG",2
"MA427342496","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA469942004","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA497651719","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA468187199","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA432034819","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA489917441","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA497479571","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA470603128","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA415843559","MA 4.2.1.a","Polytomous",1,"AR","ALG",2
"MA413332521","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA413896269","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA458561896","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA417784061","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA463919211","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA46067777","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA46428516","MA 4.2.1.a","Dichotomous",1,"AR","ALG",1
"MA426075378","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA43938522","MA 4.2.1.a","Polytomous",2,"AR","ALG",2
"MA459400265","MA 4.2.1.a","Dichotomous",2,"AR","ALG",1
"MA435537950","MA 4.2.1.a","Polytomous",2,"AR","ALG",2
"MA454382717","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA481510215","MA 4.2.2.a","Polytomous",1,"AP","ALG",2
"MA45109082","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA481142121","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA428540883","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA424959254","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA416608344","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA445879210","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA493213071","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA43438379","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA498403940","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA481465524","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA469009684","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA458848000","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA473974971","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA426272622","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA410136716","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA426528287","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA48279434","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA436482441","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA474118449","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA489562997","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA496012483","MA 4.2.2.a","Dichotomous",1,"AP","ALG",1
"MA479636516","MA 4.2.2.a","Polytomous",2,"AP","ALG",2
"MA486303762","MA 4.2.2.a","Polytomous",2,"AP","ALG",2
"MA483499873","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA485004327","MA 4.2.2.a","Polytomous",2,"AP","ALG",2
"MA49662696","MA 4.2.2.a","Polytomous",2,"AP","ALG",2
"MA42336323","MA 4.2.2.a","Polytomous",2,"AP","ALG",2
"MA48451589","MA 4.2.2.a","Dichotomous",2,"AP","ALG",1
"MA445810055","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA476482950","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA487963302","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA437371337","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA462926110","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA479524995","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA454453512","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA464284605","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA454728698","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA471832992","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA458020670","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA442534648","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA479138110","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA410305032","MA 4.2.3.a","Dichotomous",2,"AA","ALG",1
"MA462716364","MA 4.2.3.a","Polytomous",2,"AA","ALG",2
"MA461338938","MA 4.2.3.a","Polytomous",2,"AA","ALG",2
"MA439976896","MA 4.2.3.a","Polytomous",2,"AA","ALG",2
"MA429805542","MA 4.2.3.a","Polytomous",2,"AA","ALG",2
"MA468298013","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA464738723","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA452872371","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA434070688","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA461548386","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA497983498","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA438409365","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA485120294","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA413531266","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA479952301","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA448798741","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA412594984","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA48898752","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA44428357","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA499487755","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA493275415","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA474350566","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA415244987","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA442798456","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA434523139","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA451437010","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA426529479","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA489103788","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA475305409","MA 4.2.3.b","Dichotomous",2,"AA","ALG",1
"MA470848893","MA 4.2.3.b","Polytomous",2,"AA","ALG",2
"MA49344458","MA 4.2.3.b","Polytomous",2,"AA","ALG",2
"MA425910915","MA 4.2.3.b","Polytomous",2,"AA","ALG",2
"MA415123657","MA 4.2.3.b","Polytomous",2,"AA","ALG",2
"MA440650290","MA 4.2.3.b","Polytomous",2,"AA","ALG",2
"MA467593204","MA 4.2.3.b","Polytomous",2,"AA","ALG",2
"MA443844464","MA 4.3.1.b","Polytomous",1,"GC","GEO",2
"MA470510966","MA 4.3.1.b","Dichotomous",1,"GC","GEO",1
"MA417424568","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA458422615","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA496023445","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA412795115","MA 4.3.1.b","Dichotomous",1,"GC","GEO",1
"MA452843611","MA 4.3.1.b","Dichotomous",1,"GC","GEO",1
"MA45526114","MA 4.3.1.b","Dichotomous",1,"GC","GEO",1
"MA481687377","MA 4.3.1.b","Dichotomous",1,"GC","GEO",1
"MA476766964","MA 4.3.1.b","Polytomous",1,"GC","GEO",2
"MA414385161","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA420754042","MA 4.3.1.b","Polytomous",2,"GC","GEO",2
"MA458410590","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA490155667","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA430130569","MA 4.3.1.b","Dichotomous",1,"GC","GEO",1
"MA466523531","MA 4.3.1.b","Polytomous",2,"GC","GEO",2
"MA446632251","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA461230770","MA 4.3.1.b","Dichotomous",2,"GC","GEO",1
"MA424854900","MA 4.3.1.c","Dichotomous",1,"GC","GEO",1
"MA427498946","MA 4.3.1.c","Dichotomous",1,"GC","GEO",1
"MA473054917","MA 4.3.1.c","Polytomous",1,"GC","GEO",2
"MA489788021","MA 4.3.1.c","Dichotomous",1,"GC","GEO",1
"MA412756113","MA 4.3.1.c","Dichotomous",2,"GC","GEO",1
"MA486190101","MA 4.3.1.c","Dichotomous",2,"GC","GEO",1
"MA465866618","MA 4.3.1.c","Dichotomous",2,"GC","GEO",1
"MA414882035","MA 4.3.1.c","Dichotomous",1,"GC","GEO",1
"MA444122237","MA 4.3.1.c","Polytomous",2,"GC","GEO",2
"MA415755154","MA 4.3.1.c","Dichotomous",2,"GC","GEO",1
"MA468560046","MA 4.3.1.c","Dichotomous",1,"GC","GEO",1
"MA422454872","MA 4.3.1.c","Dichotomous",2,"GC","GEO",1
"MA455555563","MA 4.3.1.c","Dichotomous",1,"GC","GEO",1
"MA454128987","MA 4.3.1.c","Dichotomous",1,"GC","GEO",1
"MA482733316","MA 4.3.1.c","Dichotomous",2,"GC","GEO",1
"MA417948325","MA 4.3.1.c","Polytomous",2,"GC","GEO",2
"MA486607474","MA 4.3.1.c","Polytomous",2,"GC","GEO",2
"MA440544419","MA 4.3.1.c","Dichotomous",2,"GC","GEO",1
"MA446923364","MA 4.3.1.d","Dichotomous",2,"GC","GEO",1
"MA439808057","MA 4.3.1.d","Dichotomous",2,"GC","GEO",1
"MA410379261","MA 4.3.1.d","Dichotomous",2,"GC","GEO",1
"MA447054021","MA 4.3.1.d","Dichotomous",2,"GC","GEO",1
"MA44318955","MA 4.3.1.d","Dichotomous",2,"GC","GEO",1
"MA468122460","MA 4.3.1.d","Polytomous",2,"GC","GEO",2
"MA454086908","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA452515604","MA 4.3.1.d","Dichotomous",2,"GC","GEO",1
"MA488434306","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA454739920","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA41318325","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA422750227","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA486189072","MA 4.3.1.d","Polytomous",3,"GC","GEO",2
"MA435460561","MA 4.3.1.d","Polytomous",2,"GC","GEO",2
"MA477794562","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA419567584","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA467719019","MA 4.3.1.d","Polytomous",3,"GC","GEO",2
"MA490801714","MA 4.3.1.d","Dichotomous",3,"GC","GEO",1
"MA496960876","MA 4.3.1.e","Polytomous",1,"GC","GEO",2
"MA498044215","MA 4.3.1.e","Dichotomous",1,"GC","GEO",1
"MA470915083","MA 4.3.1.e","Dichotomous",1,"GC","GEO",1
"MA419260324","MA 4.3.1.e","Dichotomous",1,"GC","GEO",1
