"ID","MODEL","PAR1","PAR2"
"MA419177713","PC",-1.391,-0.927
"MA442156383","PC",-1.115,-0.641
"MA446300622","PC",-2.974,-2.336
"MA498076768","1PL",0.319,NA
"MA430311555","1PL",-2.592,NA
"MA466488","1PL",-0.276,NA
"MA424427822","1PL",-1.825,NA
"MA487734681","1PL",0.676,NA
"MA410260811","1PL",-0.813,NA
"MA493907552","1PL",-0.096,NA
"MA449072688","1PL",-1.846,NA
"MA493695627","1PL",-3.016,NA
"MA465500880","1PL",0.821,NA
"MA42753689","1PL",0.265,NA
"MA425424872","1PL",-0.718,NA
"MA414487721","1PL",0.757,NA
"MA411511866","1PL",-1.991,NA
"MA460199931","PC",-1.199,-0.227
"MA478769002","PC",-1.655,-0.793
"MA478687034","PC",-1.853,-1.571
"MA484433907","PC",-0.646,-0.358
"MA464415170","1PL",-0.775,NA
"MA41019532","1PL",2.287,NA
"MA49166619","1PL",-0.558,NA
"MA474524001","1PL",-0.255,NA
"MA478151771","1PL",-1.01,NA
"MA474224625","1PL",0.292,NA
"MA480168008","1PL",2.059,NA
"MA418319278","1PL",-2.198,NA
"MA461843180","1PL",0.208,NA
"MA43861538","1PL",0.697,NA
"MA441511426","1PL",1.492,NA
"MA466796940","1PL",-2.905,NA
"MA446889948","PC",0.616,1.19
"MA498548936","PC",-0.626,0.102
"MA470214594","PC",-0.665,0.127
"MA45275767","1PL",0.338,NA
"MA434069046","1PL",-2.049,NA
"MA418419458","1PL",0.264,NA
"MA448507971","1PL",0.936,NA
"MA433091364","1PL",-1.42,NA
"MA494432724","1PL",-1.399,NA
"MA431293368","1PL",2.221,NA
"MA430962153","1PL",-0.76,NA
"MA431920532","1PL",2.068,NA
"MA411883405","1PL",-1.037,NA
"MA490582631","1PL",-3.217,NA
"MA482264910","1PL",1.001,NA
"MA4822832","1PL",-1.56,NA
"MA496345953","1PL",-1.039,NA
"MA424353996","PC",-0.793,-0.099
"MA455049370","PC",-1.038,-0.642
"MA485813858","PC",0.538,1.204
"MA477598089","PC",-1.297,-0.479
"MA470096123","1PL",-1.501,NA
"MA471760791","1PL",-1.086,NA
"MA420043598","1PL",-0.887,NA
"MA445435675","1PL",-0.743,NA
"MA498129101","PC",-1.091,-0.169
"MA411755038","1PL",-0.547,NA
"MA472316191","1PL",-0.387,NA
"MA434421175","1PL",-0.372,NA
"MA44782321","1PL",-0.285,NA
"MA440278679","1PL",-0.11,NA
"MA465803423","1PL",0.526,NA
"MA45519449","1PL",0.529,NA
"MA458063459","PC",0.133,0.957
"MA425389983","PC",1.029,1.539
"MA414654215","1PL",1.342,NA
"MA480140604","1PL",-2.719,NA
"MA4234696","1PL",-0.796,NA
"MA451058759","1PL",-0.937,NA
"MA416507602","1PL",1.225,NA
"MA481072168","1PL",-1.058,NA
"MA483736252","1PL",-2.053,NA
"MA499088075","1PL",-0.301,NA
"MA489702291","1PL",-1.579,NA
"MA42751501","1PL",-0.426,NA
"MA445199155","1PL",0.81,NA
"MA411701589","1PL",0.403,NA
"MA411949217","1PL",-0.766,NA
"MA495607635","1PL",-0.057,NA
"MA423816176","1PL",-0.786,NA
"MA496079289","PC",-2.09,-1.292
"MA424413705","PC",-0.004,0.536
"MA438896641","PC",-0.592,-0.206
"MA451576109","PC",-1.486,-0.65
"MA441638875","1PL",-0.505,NA
"MA448541755","1PL",-1.841,NA
"MA43847522","1PL",-0.093,NA
"MA453312885","1PL",-0.892,NA
"MA497739614","1PL",-2.495,NA
"MA450631615","1PL",-0.125,NA
"MA489917922","1PL",0.276,NA
"MA470941514","1PL",-1.824,NA
"MA443135036","1PL",-1.094,NA
"MA459646220","1PL",-0.334,NA
"MA466120246","1PL",-0.05,NA
"MA429964332","1PL",2.514,NA
"MA41322154","1PL",-0.88,NA
"MA459686921","1PL",0.599,NA
"MA452295526","1PL",-3.14,NA
"MA420528787","1PL",-2.2,NA
"MA445782285","1PL",-1.648,NA
"MA468710813","1PL",0.436,NA
"MA42538221","1PL",-0.208,NA
"MA466944108","1PL",-0.495,NA
"MA48686948","PC",-0.721,-0.505
"MA481077058","PC",-0.707,-0.047
"MA486464661","PC",-0.245,0.137
"MA492763068","PC",1.256,2.062
"MA497876354","PC",-0.917,-0.339
"MA420523005","1PL",-1.287,NA
"MA489803657","1PL",-1.524,NA
"MA479219452","1PL",-2.142,NA
"MA417512896","1PL",-2.144,NA
"MA414610018","1PL",1.325,NA
"MA45434351","1PL",0.246,NA
"MA422592689","1PL",-1.56,NA
"MA481528076","1PL",0.572,NA
"MA442488849","1PL",1.314,NA
"MA421841500","1PL",-0.487,NA
"MA453893570","1PL",1.301,NA
"MA477101782","1PL",-0.943,NA
"MA437455671","1PL",0.972,NA
"MA435467168","1PL",-2.014,NA
"MA422663414","PC",-0.702,0.004
"MA414675559","PC",0.787,1.093
"MA422797092","PC",-3.354,-2.566
"MA442138362","PC",-1.073,-0.797
"MA427569568","1PL",-0.944,NA
"MA45392851","1PL",-1.343,NA
"MA490252155","1PL",-0.678,NA
"MA411952750","1PL",-1.083,NA
"MA454621888","1PL",0.262,NA
"MA468730155","1PL",-1.144,NA
"MA460602021","1PL",0.82,NA
"MA442739614","1PL",3.179,NA
"MA41951224","1PL",0.306,NA
"MA419686007","1PL",-1.947,NA
"MA449689936","1PL",-0.011,NA
"MA477134415","1PL",1.032,NA
"MA430533239","PC",-2.165,-1.313
"MA447936650","PC",-1.192,-0.904
"MA481349580","PC",-1.392,-1.024
"MA46602557","1PL",-2.022,NA
"MA433795231","1PL",0.013,NA
"MA457559042","1PL",-0.516,NA
"MA483919136","1PL",0.177,NA
"MA471107609","1PL",0.268,NA
"MA44713134","1PL",-0.18,NA
"MA44886330","1PL",1.186,NA
"MA491858014","1PL",-1.359,NA
"MA479847151","1PL",0.542,NA
"MA434081305","1PL",-1.441,NA
"MA440825818","1PL",-0.55,NA
"MA473609351","1PL",0.231,NA
"MA428567107","PC",0.975,1.697
"MA438333010","PC",0.097,0.671
"MA466594300","PC",-1.613,-1.393
"MA432400648","PC",-2.688,-2.03
"MA439543759","1PL",-1.819,NA
"MA48036187","1PL",-1.497,NA
"MA487557240","1PL",-1.471,NA
"MA465626317","PC",-1.187,-0.381
"MA427342496","1PL",-0.71,NA
"MA469942004","1PL",-0.588,NA
"MA497651719","1PL",-0.561,NA
"MA468187199","1PL",-0.448,NA
"MA432034819","1PL",-0.443,NA
"MA489917441","1PL",-0.424,NA
"MA497479571","1PL",-0.379,NA
"MA470603128","1PL",-0.293,NA
"MA415843559","PC",-0.373,-0.107
"MA413332521","1PL",-0.109,NA
"MA413896269","1PL",-0.08,NA
"MA458561896","1PL",0.046,NA
"MA417784061","1PL",0.59,NA
"MA463919211","1PL",0.604,NA
"MA46067777","1PL",0.802,NA
"MA46428516","1PL",0.829,NA
"MA426075378","1PL",0.929,NA
"MA43938522","PC",0.872,1.352
"MA459400265","1PL",1.355,NA
"MA435537950","PC",2.69,3.234
"MA454382717","1PL",-2.418,NA
"MA481510215","PC",-2.067,-1.515
"MA45109082","1PL",-1.68,NA
"MA481142121","1PL",-1.637,NA
"MA428540883","1PL",-1.54,NA
"MA424959254","1PL",-1.519,NA
"MA416608344","1PL",-1.479,NA
"MA445879210","1PL",-1.422,NA
"MA493213071","1PL",-1.15,NA
"MA43438379","1PL",-1.083,NA
"MA498403940","1PL",-0.878,NA
"MA481465524","1PL",-0.86,NA
"MA469009684","1PL",-0.815,NA
"MA458848000","1PL",-0.79,NA
"MA473974971","1PL",-0.701,NA
"MA426272622","1PL",-0.692,NA
"MA410136716","1PL",-0.585,NA
"MA426528287","1PL",-0.514,NA
"MA48279434","1PL",-0.357,NA
"MA436482441","1PL",-0.239,NA
"MA474118449","1PL",-0.118,NA
"MA489562997","1PL",0.052,NA
"MA496012483","1PL",0.108,NA
"MA479636516","PC",0.053,0.549
"MA486303762","PC",0.596,0.904
"MA483499873","1PL",0.952,NA
"MA485004327","PC",0.494,1.486
"MA49662696","PC",0.672,1.41
"MA42336323","PC",1.013,1.511
"MA48451589","1PL",1.541,NA
"MA445810055","1PL",-0.063,NA
"MA476482950","1PL",1.131,NA
"MA487963302","1PL",-1.346,NA
"MA437371337","1PL",-0.813,NA
"MA462926110","1PL",-0.612,NA
"MA479524995","1PL",-0.815,NA
"MA454453512","1PL",0.125,NA
"MA464284605","1PL",0.747,NA
"MA454728698","1PL",0.128,NA
"MA471832992","1PL",-0.916,NA
"MA458020670","1PL",-1.023,NA
"MA442534648","1PL",-2.181,NA
"MA479138110","1PL",-2.068,NA
"MA410305032","1PL",0.436,NA
"MA462716364","PC",-0.79,0.114
"MA461338938","PC",-1.003,-0.661
"MA439976896","PC",-0.24,0.046
"MA429805542","PC",-1.44,-0.772
"MA468298013","1PL",0.691,NA
"MA464738723","1PL",-0.954,NA
"MA452872371","1PL",-1.761,NA
"MA434070688","1PL",-0.302,NA
"MA461548386","1PL",-1.401,NA
"MA497983498","1PL",-1.123,NA
"MA438409365","1PL",-0.73,NA
"MA485120294","1PL",-0.915,NA
"MA413531266","1PL",-1.558,NA
"MA479952301","1PL",0.269,NA
"MA448798741","1PL",1.866,NA
"MA412594984","1PL",-2.913,NA
"MA48898752","1PL",-0.425,NA
"MA44428357","1PL",0.609,NA
"MA499487755","1PL",-0.951,NA
"MA493275415","1PL",-0.286,NA
"MA474350566","1PL",-0.863,NA
"MA415244987","1PL",2.904,NA
"MA442798456","1PL",-1.415,NA
"MA434523139","1PL",-0.065,NA
"MA451437010","1PL",-1.178,NA
"MA426529479","1PL",-0.156,NA
"MA489103788","1PL",-2.11,NA
"MA475305409","1PL",-0.71,NA
"MA470848893","PC",-0.828,-0.484
"MA49344458","PC",-0.832,0.024
"MA425910915","PC",0.42,1.31
"MA415123657","PC",0.009,0.643
"MA440650290","PC",0.864,1.644
"MA467593204","PC",-0.64,-0.02
"MA443844464","PC",-3.044,-2.782
"MA470510966","1PL",-2.881,NA
"MA417424568","1PL",-1.654,NA
"MA458422615","1PL",-1.15,NA
"MA496023445","1PL",-0.966,NA
"MA412795115","1PL",-0.752,NA
"MA452843611","1PL",-0.639,NA
"MA45526114","1PL",-0.53,NA
"MA481687377","1PL",-0.444,NA
"MA476766964","PC",-0.798,0.124
"MA414385161","1PL",-0.278,NA
"MA420754042","PC",-0.448,-0.096
"MA458410590","1PL",-0.093,NA
"MA490155667","1PL",0.262,NA
"MA430130569","1PL",0.357,NA
"MA466523531","PC",0.668,0.89
"MA446632251","1PL",1.078,NA
"MA461230770","1PL",1.465,NA
"MA424854900","1PL",-2.783,NA
"MA427498946","1PL",-2.157,NA
"MA473054917","PC",-1.935,-1.187
"MA489788021","1PL",-1.436,NA
"MA412756113","1PL",-1.309,NA
"MA486190101","1PL",-1.007,NA
"MA465866618","1PL",-0.715,NA
"MA414882035","1PL",-0.632,NA
"MA444122237","PC",-0.817,-0.427
"MA415755154","1PL",-0.267,NA
"MA468560046","1PL",-0.161,NA
"MA422454872","1PL",-0.136,NA
"MA455555563","1PL",-0.089,NA
"MA454128987","1PL",0.215,NA
"MA482733316","1PL",0.43,NA
"MA417948325","PC",0.313,1.093
"MA486607474","PC",0.965,1.521
"MA440544419","1PL",2.237,NA
"MA446923364","1PL",-1.991,NA
"MA439808057","1PL",-1.976,NA
"MA410379261","1PL",-1.858,NA
"MA447054021","1PL",-1.829,NA
"MA44318955","1PL",-1.427,NA
"MA468122460","PC",-1.625,-1.199
"MA454086908","1PL",-1.353,NA
"MA452515604","1PL",-1.016,NA
"MA488434306","1PL",-0.773,NA
"MA454739920","1PL",-0.447,NA
"MA41318325","1PL",-0.052,NA
"MA422750227","1PL",0.097,NA
"MA486189072","PC",-0.158,0.384
"MA435460561","PC",0.025,0.297
"MA477794562","1PL",0.256,NA
"MA419567584","1PL",0.374,NA
"MA467719019","PC",0.979,1.571
"MA490801714","1PL",1.83,NA
"MA496960876","PC",-1.858,-1.398
"MA498044215","1PL",-1.558,NA
"MA470915083","1PL",-1.209,NA
"MA419260324","1PL",-0.848,NA
"MA459797203","1PL",-0.632,NA
"MA431720685","1PL",-0.392,NA
"MA445802111","1PL",-0.117,NA
"MA436383451","1PL",-0.006,NA
"MA477951002","1PL",0.051,NA
"MA4476730","1PL",0.126,NA
"MA445689014","1PL",0.319,NA
"MA492847128","1PL",0.689,NA
"MA437080440","PC",0.356,1.272
"MA445005113","PC",1.042,1.25
"MA410116718","1PL",1.916,NA
"MA442032391","1PL",-2.572,NA
"MA49850013","PC",-2.802,-2.314
"MA484924592","PC",-2.568,-2.264
"MA472370406","1PL",-1.481,NA
"MA457331344","1PL",-0.888,NA
"MA428039706","1PL",-0.613,NA
"MA415590167","1PL",-0.368,NA
"MA450196935","1PL",-0.262,NA
"MA458430913","1PL",-0.234,NA
"MA480998728","1PL",-0.23,NA
"MA460757130","PC",-0.042,0.548
"MA433343976","1PL",0.407,NA
"MA485173482","1PL",0.455,NA
"MA439355382","1PL",0.459,NA
"MA462978273","1PL",0.597,NA
"MA473615534","1PL",0.631,NA
"MA429812364","PC",0.66,1.1
"MA461010089","1PL",0.973,NA
"MA447091551","1PL",-2.397,NA
"MA451761667","1PL",-2.066,NA
"MA492367255","1PL",-1.624,NA
"MA489330705","1PL",-1.555,NA
"MA460225885","1PL",-1.472,NA
"MA447886887","1PL",-0.776,NA
"MA469660975","PC",-0.873,-0.383
"MA423257544","1PL",-0.567,NA
"MA465868924","1PL",-0.397,NA
"MA471529902","1PL",-0.391,NA
"MA464432928","1PL",-0.111,NA
"MA444291149","PC",-0.491,0.475
"MA472118017","PC",-0.056,0.628
"MA451372533","1PL",0.808,NA
"MA445272790","1PL",1.115,NA
"MA431813849","1PL",-1.666,NA
"MA439850638","1PL",-1.55,NA
"MA46682524","1PL",-1.356,NA
"MA499836699","1PL",-0.616,NA
"MA498684797","PC",-0.944,-0.188
"MA465660131","1PL",-0.529,NA
"MA42374981","PC",-0.813,-0.035
"MA460422683","1PL",-0.14,NA
"MA43811439","1PL",-0.137,NA
"MA457578700","1PL",-0.026,NA
"MA472367356","PC",0.313,0.577
"MA424365390","1PL",0.564,NA
"MA419288261","1PL",0.847,NA
"MA494117270","1PL",1.268,NA
"MA415879887","1PL",2.825,NA
"MA427475512","PC",-2.47,-1.568
"MA471209431","1PL",-1.966,NA
"MA432378051","1PL",-1.907,NA
"MA410639976","PC",-2.021,-1.223
"MA47704295","1PL",-1.38,NA
"MA439958058","1PL",-1.294,NA
"MA412802307","1PL",-1.247,NA
"MA456880058","1PL",-0.939,NA
"MA460083350","1PL",-0.71,NA
"MA467614082","1PL",-0.561,NA
"MA457551931","1PL",-0.205,NA
"MA45158251","PC",-0.575,0.189
"MA499182598","1PL",-0.16,NA
"MA482585298","PC",-0.202,0.248
"MA486044626","1PL",0.262,NA
"MA466280055","1PL",0.843,NA
"MA411589005","1PL",0.862,NA
"MA460001291","1PL",1.047,NA
"MA432897591","1PL",-0.304,NA
"MA457163078","1PL",-0.449,NA
"MA432900112","1PL",-0.121,NA
"MA474650386","1PL",1.469,NA
"MA446457047","1PL",0.63,NA
"MA481077693","1PL",0.348,NA
"MA446480098","1PL",1.274,NA
"MA418814880","1PL",-0.472,NA
"MA496330788","1PL",0.152,NA
"MA491723834","1PL",-1.297,NA
"MA433681790","1PL",0.774,NA
"MA431919339","1PL",-2.467,NA
"MA43490739","PC",-2.181,-1.537
"MA415287495","PC",-0.234,0.284
"MA493741944","PC",-0.872,-0.3
"MA41285964","1PL",0.896,NA
"MA448921913","1PL",-0.316,NA
"MA484821657","1PL",1.073,NA
"MA415724340","1PL",1.141,NA
"MA49285580","1PL",0.992,NA
"MA422346329","1PL",0.917,NA
"MA439118455","1PL",-0.959,NA
"MA412981643","1PL",-0.383,NA
"MA4805876","1PL",-1.672,NA
"MA417728743","1PL",-1.178,NA
"MA480731752","1PL",0.925,NA
"MA411966241","1PL",-0.404,NA
"MA468152899","1PL",-1.078,NA
"MA471493119","1PL",-1.588,NA
"MA48250731","1PL",-0.643,NA
"MA413538847","1PL",-0.141,NA
"MA434956103","1PL",-1.282,NA
"MA468328255","1PL",-0.83,NA
"MA440055506","1PL",-1.284,NA
"MA427986237","1PL",2.169,NA
"MA482384512","PC",-0.086,0.362
"MA497570031","PC",-1.926,-1.642
"MA44636429","PC",-0.399,0.417
"MA411555729","PC",-1.081,-0.489
"MA44372470","PC",-1.187,-0.465
"MA479763085","1PL",-3.11,NA
"MA454506595","1PL",-0.323,NA
"MA460418790","1PL",0.754,NA
"MA418781215","1PL",1.246,NA
"MA445625205","1PL",-0.214,NA
"MA410571977","1PL",1.241,NA
"MA449812256","1PL",-0.606,NA
"MA492583443","1PL",-1.261,NA
"MA479595567","1PL",0.811,NA
"MA41208107","1PL",-1.414,NA
"MA490297004","1PL",2.224,NA
"MA475305791","1PL",0.731,NA
"MA467684154","1PL",0.52,NA
"MA415795668","1PL",-0.885,NA
"MA494474588","1PL",-2.225,NA
"MA423585857","1PL",-2.103,NA
"MA429340971","1PL",-2.682,NA
"MA429824829","1PL",-0.251,NA
"MA42066028","1PL",-0.389,NA
"MA474715960","1PL",-0.59,NA
"MA448382218","PC",0.06,0.484
"MA433282973","PC",-2.289,-1.333
"MA422331946","PC",0.993,1.713
"MA451542763","PC",-1.964,-1.248
"MA441111474","PC",-1.394,-0.944
